id,code,name,reconcile,user_type_id/id
account_one_110000,110000,現金及約當現金,FALSE,account.data_account_type_liquidity
account_one_110100,110100,庫存現金,FALSE,account.data_account_type_liquidity
account_one_110200,110200,零用金／週轉金,FALSE,account.data_account_type_liquidity
account_one_110300,110300,銀行存款,FALSE,account.data_account_type_liquidity
account_one_110500,110500,在途現金,FALSE,account.data_account_type_liquidity
account_one_110700,110700,約當現金,FALSE,account.data_account_type_liquidity
account_one_111000,111000,透過損益按公允價值衡量之金融資產-流動,FALSE,account.data_account_type_current_assets
account_one_111100,111100,原始認列時指定為透過損益按公允價值衡量之金融資產-流動,FALSE,account.data_account_type_current_assets
account_one_111200,111200,原始認列時指定為透過損益按公允價值衡量之金融資產評價調整-流動,FALSE,account.data_account_type_current_assets
account_one_111300,111300,強制透過損益按公允價值衡量之金融資產-流動,FALSE,account.data_account_type_current_assets
account_one_111400,111400,強制透過損益按公允價值衡量之金融資產評價調整-流動,FALSE,account.data_account_type_current_assets
account_one_111500,111500,持有供交易之金融資產-流動,FALSE,account.data_account_type_current_assets
account_one_111600,111600,持有供交易之金融資產評價調整-流動,FALSE,account.data_account_type_current_assets
account_one_112000,112000,透過其他綜合損益按公允價值衡量之金融資產-流動,FALSE,account.data_account_type_current_assets
account_one_112100,112100,透過其他綜合損益按公允價值衡量之權益工具投資-流動,FALSE,account.data_account_type_current_assets
account_one_112200,112200,透過其他綜合損益按公允價值衡量之權益工具投資評價調整-流動,FALSE,account.data_account_type_current_assets
account_one_112300,112300,透過其他綜合損益按公允價值衡量之債務工具投資-流動,FALSE,account.data_account_type_current_assets
account_one_112400,112400,透過其他綜合損益按公允價值衡量之債務工具投資評價調整-流動,FALSE,account.data_account_type_current_assets
account_one_112600,112600,備供出售金融資產-流動,FALSE,account.data_account_type_current_assets
account_one_112700,112700,備供出售金融資產評價調整-流動,FALSE,account.data_account_type_current_assets
account_one_112900,112900,累計減損-備供出售金融資產-流動,FALSE,account.data_account_type_current_assets
account_one_113000,113000,持有至到期日金融資產-流動,FALSE,account.data_account_type_current_assets
account_one_113100,113100,持有至到期日金融資產-流動,FALSE,account.data_account_type_current_assets
account_one_113200,113200,累計減損-持有至到期日金融資產-流動,FALSE,account.data_account_type_current_assets
account_one_113500,113500,避險之衍生金融資產-流動,FALSE,account.data_account_type_current_assets
account_one_113600,113600,按攤銷後成本衡量之金融資產-流動,FALSE,account.data_account_type_current_assets
account_one_113700,113700,按攤銷後成本衡量之金融資產-流動,FALSE,account.data_account_type_current_assets
account_one_113800,113800,備抵損失-按攤銷後成本衡量之金融資產-流動,FALSE,account.data_account_type_current_assets
account_one_113900,113900,避險之金融資產-流動,FALSE,account.data_account_type_current_assets
account_one_114100,114100,合約資產-流動,FALSE,account.data_account_type_current_assets
account_one_114200,114200,備抵損失-合約資產-流動,FALSE,account.data_account_type_current_assets
account_one_114500,114500,以成本衡量之金融資產-流動,FALSE,account.data_account_type_current_assets
account_one_114600,114600,累計減損-以成本衡量之金融資產-流動,FALSE,account.data_account_type_current_assets
account_one_114700,114700,無活絡市場之債務工具投資-流動,FALSE,account.data_account_type_current_assets
account_one_114800,114800,無活絡市場之債務工具投資-流動,FALSE,account.data_account_type_current_assets
account_one_114900,114900,累計減損-無活絡市場之債務工具投資-流動,FALSE,account.data_account_type_current_assets
account_one_115100,115100,應收票據,TRUE,account.data_account_type_receivable
account_one_115200,115200,其他應收票據,TRUE,account.data_account_type_receivable
account_one_115300,115300,應收票據貼現,TRUE,account.data_account_type_receivable
account_one_115900,115900,備抵呆帳-應收票據,TRUE,account.data_account_type_receivable
account_one_116100,116100,應收票據-關係人,TRUE,account.data_account_type_receivable
account_one_116200,116200,其他應收票據-關係人,TRUE,account.data_account_type_receivable
account_one_116300,116300,應收票據貼現-關係人,TRUE,account.data_account_type_receivable
account_one_116900,116900,備抵損失-應收關係人票據,TRUE,account.data_account_type_receivable
account_one_117100,117100,應收銷售及管理費(證券投資信託業適用),TRUE,account.data_account_type_receivable
account_one_117300,117300,應收分期帳款,TRUE,account.data_account_type_receivable
account_one_117400,117400,未實現利息收入-應收分期帳款,TRUE,account.data_account_type_receivable
account_one_117500,117500,應收租賃款,TRUE,account.data_account_type_receivable
account_one_117600,117600,融資租賃之未賺得融資收益,TRUE,account.data_account_type_receivable
account_one_117700,117700,備抵銷售退回及折讓,TRUE,account.data_account_type_receivable
account_one_117900,117900,備抵呆帳-應收帳款、分期帳款及租賃款,TRUE,account.data_account_type_receivable
account_one_118100,118100,應收帳款-關係人,TRUE,account.data_account_type_receivable
account_one_118200,118200,應收分期帳款-關係人,TRUE,account.data_account_type_receivable
account_one_118300,118300,未實現利息收入-應收關係人分期帳款,TRUE,account.data_account_type_receivable
account_one_118400,118400,應收租賃款-關係人,TRUE,account.data_account_type_receivable
account_one_118500,118500,融資租賃之未賺得融資收益-關係人,TRUE,account.data_account_type_receivable
account_one_118900,118900,備抵損失-應收關係人帳款、分期帳款及租賃款,TRUE,account.data_account_type_receivable
account_one_119000,119000,應收建造合約款,TRUE,account.data_account_type_receivable
account_one_119500,119500,應收建造合約款-關係人,TRUE,account.data_account_type_receivable
account_one_120000,120000,其他應收款,TRUE,account.data_account_type_receivable
account_one_120100,120100,應收退稅款,TRUE,account.data_account_type_receivable
account_one_120200,120200,未收代收款(海陸運輸業適用),TRUE,account.data_account_type_receivable
account_one_120300,120300,應收工程保留款,TRUE,account.data_account_type_receivable
account_one_120400,120400,應收歸墊款,TRUE,account.data_account_type_receivable
account_one_120500,120500,應收收益,TRUE,account.data_account_type_receivable
account_one_120600,120600,其他應收款-其他,TRUE,account.data_account_type_receivable
account_one_120900,120900,備抵損失-其他應收款項,TRUE,account.data_account_type_receivable
account_one_121000,121000,其他應收款-關係人,TRUE,account.data_account_type_receivable
account_one_121100,121100,應收收益-關係人,TRUE,account.data_account_type_receivable
account_one_121200,121200,其他應收款-關係人-其他,TRUE,account.data_account_type_receivable
account_one_121900,121900,備抵損失-其他應收關係人款項,TRUE,account.data_account_type_receivable
account_one_122000,122000,本期所得稅資產,FALSE,account.data_account_type_current_assets
account_one_122100,122100,應收所得稅退稅款,TRUE,account.data_account_type_receivable
account_one_122200,122200,預付所得稅,FALSE,account.data_account_type_current_assets
account_one_130000,130000,存貨-買賣業,FALSE,account.data_account_type_current_assets
account_one_130200,130200,寄銷品,FALSE,account.data_account_type_current_assets
account_one_130800,130800,在途商品,FALSE,account.data_account_type_current_assets
account_one_130900,130900,備抵存貨跌價,FALSE,account.data_account_type_current_assets
account_one_131000,131000,存貨-製造業,FALSE,account.data_account_type_current_assets
account_one_131100,131100,製成品,FALSE,account.data_account_type_current_assets
account_one_131200,131200,副產品,FALSE,account.data_account_type_current_assets
account_one_131300,131300,半成品,FALSE,account.data_account_type_current_assets
account_one_131400,131400,在製品,FALSE,account.data_account_type_current_assets
account_one_131500,131500,原料,FALSE,account.data_account_type_current_assets
account_one_131600,131600,物料,FALSE,account.data_account_type_current_assets
account_one_131800,131800,在途原物料,FALSE,account.data_account_type_current_assets
account_one_131900,131900,備抵存貨跌價,FALSE,account.data_account_type_current_assets
account_one_132000,132000,存貨(建設業適用),FALSE,account.data_account_type_current_assets
account_one_132100,132100,待售房地,FALSE,account.data_account_type_current_assets
account_one_132200,132200,待售車位,FALSE,account.data_account_type_current_assets
account_one_132300,132300,營建用地,FALSE,account.data_account_type_current_assets
account_one_132400,132400,在建房地,FALSE,account.data_account_type_current_assets
account_one_132500,132500,預付土地款,FALSE,account.data_account_type_current_assets
account_one_132600,132600,材料-庫存材料,FALSE,account.data_account_type_current_assets
account_one_132800,132800,在途材料,FALSE,account.data_account_type_current_assets
account_one_132900,132900,備抵存貨跌價,FALSE,account.data_account_type_current_assets
account_one_133000,133000,存貨-其他行業,FALSE,account.data_account_type_current_assets
account_one_133100,133100,油料,FALSE,account.data_account_type_current_assets
account_one_133200,133200,物料,FALSE,account.data_account_type_current_assets
account_one_133300,133300,餐飲用品(餐飲業),FALSE,account.data_account_type_current_assets
account_one_133800,133800,其他存貨,FALSE,account.data_account_type_current_assets
account_one_133900,133900,備抵存貨跌價,FALSE,account.data_account_type_current_assets
account_one_134000,134000,農產品,FALSE,account.data_account_type_current_assets
account_one_135000,135000,在建工程(營造業適用),FALSE,account.data_account_type_current_assets
account_one_135100,135100,在建材料,FALSE,account.data_account_type_current_assets
account_one_135200,135200,在建工料,FALSE,account.data_account_type_current_assets
account_one_135300,135300,在建人工,FALSE,account.data_account_type_current_assets
account_one_135400,135400,在建費用,FALSE,account.data_account_type_current_assets
account_one_135500,135500,待分攤在建費用,FALSE,account.data_account_type_current_assets
account_one_135600,135600,在建工程-利息資本化,FALSE,account.data_account_type_current_assets
account_one_135700,135700,在建工程-工程損益,FALSE,account.data_account_type_current_assets
account_one_140000,140000,生物資產-流動,FALSE,account.data_account_type_current_assets
account_one_140100,140100,消耗性生物資產-流動,FALSE,account.data_account_type_current_assets
account_one_140200,140200,消耗性生物資產-累計折舊-流動,FALSE,account.data_account_type_current_assets
account_one_140300,140300,消耗性生物資產-累計減損-流動,FALSE,account.data_account_type_current_assets
account_one_140400,140400,消耗性生物資產公允價值減出售成本累計變動數-流動,FALSE,account.data_account_type_current_assets
account_one_140500,140500,生產性生物資產-流動,FALSE,account.data_account_type_current_assets
account_one_140600,140600,生產性生物資產-累計折舊-流動,FALSE,account.data_account_type_current_assets
account_one_140700,140700,生產性生物資產-累計減損-流動,FALSE,account.data_account_type_current_assets
account_one_140800,140800,生產性生物資產公允價值減出售成本累計變動數-流動,FALSE,account.data_account_type_current_assets
account_one_141000,141000,預付款項,FALSE,account.data_account_type_current_assets
account_one_141100,141100,預付薪資,FALSE,account.data_account_type_current_assets
account_one_141200,141200,預付租金,FALSE,account.data_account_type_current_assets
account_one_141300,141300,船長週轉金(海陸運輸業適用),FALSE,account.data_account_type_current_assets
account_one_141400,141400,預付保險費,FALSE,account.data_account_type_current_assets
account_one_141500,141500,用品盤存,FALSE,account.data_account_type_current_assets
account_one_141600,141600,淨確定福利資產-流動,FALSE,account.data_account_type_current_assets
account_one_141900,141900,其他預付費用,FALSE,account.data_account_type_current_assets
account_one_142100,142100,預付貨款,FALSE,account.data_account_type_current_assets
account_one_142200,142200,預付投資款,FALSE,account.data_account_type_current_assets
account_one_142400,142400,留抵稅額,FALSE,account.data_account_type_current_assets
account_one_142900,142900,其他預付款,FALSE,account.data_account_type_current_assets
account_one_145100,145100,待分配予業主之非流動資產(或處分群組),FALSE,account.data_account_type_current_assets
account_one_145200,145200,累計減損-待分配予業主之非流動資產(或處分群組),FALSE,account.data_account_type_current_assets
account_one_146100,146100,待出售非流動資產(或處分群組),FALSE,account.data_account_type_current_assets
account_one_146200,146200,累計減損-待出售非流動資產(或處分群組),FALSE,account.data_account_type_current_assets
account_one_147000,147000,其他流動資產,FALSE,account.data_account_type_current_assets
account_one_147100,147100,暫付款,FALSE,account.data_account_type_current_assets
account_one_147200,147200,代付款,FALSE,account.data_account_type_current_assets
account_one_147300,147300,員工(船員)借支,FALSE,account.data_account_type_current_assets
account_one_147400,147400,遞延兌換損失,FALSE,account.data_account_type_current_assets
account_one_147500,147500,代理店往來(海陸運輸業適用),FALSE,account.data_account_type_current_assets
account_one_147600,147600,其他金融資產-流動,FALSE,account.data_account_type_current_assets
account_one_147800,147800,工程存出保證金,FALSE,account.data_account_type_current_assets
account_one_147900,147900,其他流動資產-其他,FALSE,account.data_account_type_current_assets
account_one_148000,148000,取得合約之增額成本-流動,FALSE,account.data_account_type_current_assets
account_one_148100,148100,待退回產品權利-流動,FALSE,account.data_account_type_current_assets
account_one_148200,148200,履行合約成本-流動,FALSE,account.data_account_type_current_assets
account_one_151000,151000,透過損益按公允價值衡量之金融資產-非流動,FALSE,account.data_account_type_non_current_assets
account_one_151100,151100,原始認列時指定為透過損益按公允價值衡量之金融資產-非流動,FALSE,account.data_account_type_non_current_assets
account_one_151200,151200,原始認列時指定為透過損益按公允價值衡量之金融資產評價調整-非流動,FALSE,account.data_account_type_non_current_assets
account_one_151300,151300,強致透過損益按公允價值衡量之金融資產-非流動,FALSE,account.data_account_type_non_current_assets
account_one_151400,151400,強制透過損益按公允價值衡量之金融資產評價調整-非流動,FALSE,account.data_account_type_non_current_assets
account_one_151500,151500,持有供交易之金融資產-非流動,FALSE,account.data_account_type_non_current_assets
account_one_151600,151600,持有供交易之金融資產評價調整-非流動,FALSE,account.data_account_type_non_current_assets
account_one_151700,151700,透過其他綜合損益按公允價值衡量之金融資產-非流動,FALSE,account.data_account_type_non_current_assets
account_one_151800,151800,透過其他綜合損益按公允價值衡量之權益工具投資-非流動,FALSE,account.data_account_type_non_current_assets
account_one_151900,151900,透過其他綜合損益按公允價值衡量之權益工具投資評價調整-非流動,FALSE,account.data_account_type_non_current_assets
account_one_152100,152100,透過其他綜合損益按公允價值衡量之金融資產-非流動,FALSE,account.data_account_type_non_current_assets
account_one_152200,152200,透過其他綜合損益按公允價值衡量之金融資產評價調整-非流動,FALSE,account.data_account_type_non_current_assets
account_one_152400,152400,備供出售金融資產-非流動,FALSE,account.data_account_type_non_current_assets
account_one_152500,152500,備供出售金融資產評價調整-非流動,FALSE,account.data_account_type_non_current_assets
account_one_152600,152600,累計減損-備供出售金融資產-非流動,FALSE,account.data_account_type_non_current_assets
account_one_152700,152700,持有至到期日金融資產-非流動,FALSE,account.data_account_type_non_current_assets
account_one_152800,152800,持有至到期日金融資產-非流動,FALSE,account.data_account_type_non_current_assets
account_one_152900,152900,累計減損-持有至到期日金融資產-非流動,FALSE,account.data_account_type_non_current_assets
account_one_153000,153000,避險之衍生金融資產-非流動,FALSE,account.data_account_type_non_current_assets
account_one_153500,153500,按攤銷後成本衡量之金融資產-非流動,FALSE,account.data_account_type_non_current_assets
account_one_153600,153600,按攤銷後成本衡量之金融資產-非流動,FALSE,account.data_account_type_non_current_assets
account_one_153700,153700,備抵損失-按攤銷後成本衡量之金融資產-非流動,FALSE,account.data_account_type_non_current_assets
account_one_153800,153800,避險之金融資產-非流動,FALSE,account.data_account_type_non_current_assets
account_one_154400,154400,以成本衡量之金融資產-非流動,FALSE,account.data_account_type_non_current_assets
account_one_154500,154500,累計減損-以成本衡量之金融資產-非流動,FALSE,account.data_account_type_non_current_assets
account_one_154600,154600,無活絡市場之債務工具投資-非流動,FALSE,account.data_account_type_non_current_assets
account_one_154700,154700,無活絡市場之債務工具投資-非流動,FALSE,account.data_account_type_non_current_assets
account_one_154800,154800,累計減損-無活絡市場之債務工具投資-非流動,FALSE,account.data_account_type_non_current_assets
account_one_155000,155000,採用權益法之投資,FALSE,account.data_account_type_non_current_assets
account_one_155100,155100,採用權益法之投資,FALSE,account.data_account_type_non_current_assets
account_one_155300,155300,累計減損－採用權益法之投資,FALSE,account.data_account_type_non_current_assets
account_one_156100,156100,合約資產-非流動,FALSE,account.data_account_type_non_current_assets
account_one_156200,156200,備抵損失-合約資產-非流動,FALSE,account.data_account_type_non_current_assets
account_one_160200,160200,土地成本,FALSE,account.data_account_type_fixed_assets
account_one_160300,160300,土地-重估增(減)值,FALSE,account.data_account_type_fixed_assets
account_one_160400,160400,累計減損-土地,FALSE,account.data_account_type_fixed_assets
account_one_160600,160600,土地改良物成本,FALSE,account.data_account_type_fixed_assets
account_one_160700,160700,土地改良物-重估增(減)值,FALSE,account.data_account_type_fixed_assets
account_one_160800,160800,累計折舊-土地改良物,FALSE,account.data_account_type_fixed_assets
account_one_160900,160900,累計減損-土地改良物,FALSE,account.data_account_type_fixed_assets
account_one_161100,161100,房屋及建築成本,FALSE,account.data_account_type_fixed_assets
account_one_161200,161200,房屋及建築-重估增(減)值,FALSE,account.data_account_type_fixed_assets
account_one_161300,161300,累計折舊-房屋及建築,FALSE,account.data_account_type_fixed_assets
account_one_161400,161400,累計減損-房屋及建築,FALSE,account.data_account_type_fixed_assets
account_one_161600,161600,機器設備成本,FALSE,account.data_account_type_fixed_assets
account_one_161700,161700,機器設備-重估增(減)值,FALSE,account.data_account_type_fixed_assets
account_one_161800,161800,累計折舊-機器設備,FALSE,account.data_account_type_fixed_assets
account_one_161900,161900,累計減損-機器設備,FALSE,account.data_account_type_fixed_assets
account_one_162100,162100,裝卸設備成本,FALSE,account.data_account_type_fixed_assets
account_one_162200,162200,裝卸設備-重估增(減)值,FALSE,account.data_account_type_fixed_assets
account_one_162300,162300,累計折舊-裝卸設備,FALSE,account.data_account_type_fixed_assets
account_one_162400,162400,累計減損-裝卸設備,FALSE,account.data_account_type_fixed_assets
account_one_162600,162600,倉儲設備成本,FALSE,account.data_account_type_fixed_assets
account_one_162700,162700,倉儲設備-重估增(減)值,FALSE,account.data_account_type_fixed_assets
account_one_162800,162800,累計折舊-倉儲設備,FALSE,account.data_account_type_fixed_assets
account_one_162900,162900,累計減損-倉儲設備,FALSE,account.data_account_type_fixed_assets
account_one_163100,163100,售氣及輸氣設備成本,FALSE,account.data_account_type_fixed_assets
account_one_163200,163200,售氣及輸氣設備-重估增(減)值,FALSE,account.data_account_type_fixed_assets
account_one_163300,163300,累計折舊-售氣及輸氣設備,FALSE,account.data_account_type_fixed_assets
account_one_163400,163400,累計減損-售氣及輸氣設備,FALSE,account.data_account_type_fixed_assets
account_one_163600,163600,模具設備成本,FALSE,account.data_account_type_fixed_assets
account_one_163700,163700,模具設備-重估增(減)值,FALSE,account.data_account_type_fixed_assets
account_one_163800,163800,累計折舊-模具設備,FALSE,account.data_account_type_fixed_assets
account_one_163900,163900,累計減損-模具設備,FALSE,account.data_account_type_fixed_assets
account_one_164100,164100,水電設備成本,FALSE,account.data_account_type_fixed_assets
account_one_164200,164200,水電設備-重估增(減)值,FALSE,account.data_account_type_fixed_assets
account_one_164300,164300,累計折舊-水電設備,FALSE,account.data_account_type_fixed_assets
account_one_164400,164400,累計減損-水電設備,FALSE,account.data_account_type_fixed_assets
account_one_164600,164600,冷凍設備成本,FALSE,account.data_account_type_fixed_assets
account_one_164700,164700,冷凍設備-重估增(減)值,FALSE,account.data_account_type_fixed_assets
account_one_164800,164800,累計折舊-冷凍設備,FALSE,account.data_account_type_fixed_assets
account_one_164900,164900,累計減損-冷凍設備,FALSE,account.data_account_type_fixed_assets
account_one_165100,165100,漁船設備成本,FALSE,account.data_account_type_fixed_assets
account_one_165200,165200,漁船設備-重估增(減)值,FALSE,account.data_account_type_fixed_assets
account_one_165300,165300,累計折舊-漁船設備,FALSE,account.data_account_type_fixed_assets
account_one_165400,165400,累計減損-漁船設備,FALSE,account.data_account_type_fixed_assets
account_one_165600,165600,電腦通訊設備成本,FALSE,account.data_account_type_fixed_assets
account_one_165700,165700,電腦通訊設備-重估增(減)值,FALSE,account.data_account_type_fixed_assets
account_one_165800,165800,累計折舊-電腦通訊設備,FALSE,account.data_account_type_fixed_assets
account_one_165900,165900,累計減損-電腦通訊設備,FALSE,account.data_account_type_fixed_assets
account_one_166100,166100,試驗設備成本,FALSE,account.data_account_type_fixed_assets
account_one_166200,166200,試驗設備-重估增(減)值,FALSE,account.data_account_type_fixed_assets
account_one_166300,166300,累計折舊-試驗設備,FALSE,account.data_account_type_fixed_assets
account_one_166400,166400,累計減損-試驗設備,FALSE,account.data_account_type_fixed_assets
account_one_166600,166600,污染防治設備成本,FALSE,account.data_account_type_fixed_assets
account_one_166700,166700,污染防治設備-重估增(減)值,FALSE,account.data_account_type_fixed_assets
account_one_166800,166800,累計折舊-污染防治設備,FALSE,account.data_account_type_fixed_assets
account_one_166900,166900,累計減損-污染防治設備,FALSE,account.data_account_type_fixed_assets
account_one_167100,167100,運輸設備成本,FALSE,account.data_account_type_fixed_assets
account_one_167200,167200,運輸設備-重估增(減)值,FALSE,account.data_account_type_fixed_assets
account_one_167300,167300,累計折舊-運輸設備,FALSE,account.data_account_type_fixed_assets
account_one_167400,167400,累計減損-運輸設備,FALSE,account.data_account_type_fixed_assets
account_one_167600,167600,船舶設備成本,FALSE,account.data_account_type_fixed_assets
account_one_167700,167700,船舶設備-重估增(減)值,FALSE,account.data_account_type_fixed_assets
account_one_167800,167800,累計折舊-船舶設備,FALSE,account.data_account_type_fixed_assets
account_one_167900,167900,累計減損-船舶設備,FALSE,account.data_account_type_fixed_assets
account_one_168100,168100,碼頭設備成本,FALSE,account.data_account_type_fixed_assets
account_one_168200,168200,碼頭設備-重估增(減)值,FALSE,account.data_account_type_fixed_assets
account_one_168300,168300,累計折舊-碼頭設備,FALSE,account.data_account_type_fixed_assets
account_one_168400,168400,累計減損-碼頭設備,FALSE,account.data_account_type_fixed_assets
account_one_168600,168600,飛航設備成本,FALSE,account.data_account_type_fixed_assets
